Date,High,Low,Open,Close,Volume,Adj Close
2019-06-06,211.0,201.8000030517578,204.44000244140625,205.9499969482422,20242200,205.9499969482422
2019-06-07,210.83999633789062,203.5,205.0,204.5,16003500,204.5
2019-06-10,216.94000244140625,209.00999450683594,210.25,212.8800048828125,10585000,212.8800048828125
2019-06-11,220.89999389648438,213.5,219.13999938964844,217.10000610351562,11653500,217.10000610351562
2019-06-12,223.3800048828125,209.0,222.9499969482422,209.25999450683594,15197500,209.25999450683594
2019-06-13,214.89999389648438,207.50999450683594,210.3800048828125,213.91000366210938,8168300,213.91000366210938
2019-06-14,216.64999389648438,210.39999389648438,211.25,214.9199981689453,7433400,214.9199981689453
2019-06-17,227.0,214.27000427246094,215.47999572753906,225.02999877929688,12316800,225.02999877929688
2019-06-18,234.74000549316406,222.55999755859375,228.72000122070312,224.74000549316406,12715800,224.74000549316406
2019-06-19,227.77000427246094,221.05999755859375,225.11000061035156,226.42999267578125,6575100,226.42999267578125
2019-06-20,226.89999389648438,216.35000610351562,223.0,219.6199951171875,11863500,219.6199951171875
2019-06-21,222.17999267578125,215.5,216.22000122070312,221.86000061035156,8202100,221.86000061035156
2019-06-24,225.86000061035156,221.02000427246094,223.24000549316406,223.63999938964844,5750800,223.63999938964844
2019-06-25,225.33999633789062,219.49000549316406,224.38999938964844,219.75999450683594,6182100,219.75999450683594
2019-06-26,227.22999572753906,218.10000610351562,220.30999755859375,219.27000427246094,8507200,219.27000427246094
2019-06-27,222.89999389648438,217.35000610351562,219.4499969482422,222.83999633789062,6339700,222.83999633789062
2019-06-28,225.1699981689453,220.8000030517578,220.99000549316406,223.4600067138672,6851400,223.4600067138672
2019-07-01,233.10000610351562,226.27999877929688,230.2100067138672,227.1699981689453,8238000,227.1699981689453
2019-07-02,229.14999389648438,222.22000122070312,228.88999938964844,224.5500030517578,9259000,224.5500030517578
2019-07-03,241.57000732421875,234.50999450683594,239.38999938964844,234.89999389648438,14201100,234.89999389648438
2019-07-05,235.4499969482422,230.8000030517578,234.57000732421875,233.10000610351562,7065700,233.10000610351562
2019-07-08,232.25,228.66000366210938,231.24000549316406,230.33999633789062,5880500,230.33999633789062
2019-07-09,231.0,227.27999877929688,228.97000122070312,230.05999755859375,6190800,230.05999755859375
2019-07-10,238.94000244140625,233.13999938964844,234.14999389648438,238.9199981689453,9145700,238.9199981689453
2019-07-11,241.5,235.8000030517578,238.13999938964844,238.60000610351562,7514400,238.60000610351562
2019-07-12,245.3800048828125,239.7100067138672,239.75,245.0800018310547,9200500,245.0800018310547
2019-07-15,254.4199981689453,244.86000061035156,248.0,253.5,11000100,253.5
2019-07-16,253.52999877929688,247.92999267578125,249.3000030517578,252.3800048828125,8149000,252.3800048828125
2019-07-17,258.30999755859375,253.35000610351562,255.6699981689453,254.86000061035156,9764700,254.86000061035156
2019-07-18,255.75,251.88999938964844,255.0500030517578,253.5399932861328,4764500,253.5399932861328
2019-07-19,259.9599914550781,254.6199951171875,255.69000244140625,258.17999267578125,7048400,258.17999267578125
2019-07-22,262.1499938964844,254.19000244140625,258.75,255.67999267578125,6842400,255.67999267578125
2019-07-23,260.4800109863281,254.5,256.7099914550781,260.1700134277344,5009300,260.1700134277344
2019-07-24,266.07000732421875,258.177001953125,259.1700134277344,264.8800048828125,7523827,264.8800048828125
